"","Site","Oi_sum","Oe_sum","Oa_sum","E_sum","Bhs_sum","Bs_sum","BC_sum","C_sum","Bhb_sum","B_sum","R_sum","Bs1_sum","Bs2_sum","Bhs1_sum","Bhs2_sum","Bh_sum","BC?_sum","E1_sum","E2_sum","A_sum","Eb_sum","BCb'_sum","Eb'_sum","Bsb_sum","BCb''_sum","BC'1_sum","BC'2_sum","BC'3_sum","E/Bg_sum","Bh?_sum","E/Bhs1_sum","Oa1_sum","Oa2_sum","C1_sum","C2_sum","E/Bhs_sum","Bh1_sum","Bh2_sum","E/B_sum","B?_sum","O_sum","HPU","Bottom_Interface","Total_Depth","allO_thickness","allE_thickness","allBhs_thickness","allBs_thickness","allBh_thickness","allBg_thickness","allBw_thickness","allBC_thickness","allC_thickness","Sub","Site2","x","y","geometry"
"81","42R20C7",0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,NA,"R","75",9,0,28,0,38,0,0,0,0,42,"R20C7",281632.202,4871176.657,c(281632.202, 4871176.657)
"82","42R20C8",0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,NA,"R","35",9,0,26,0,0,0,0,0,0,42,"R20C8",281636.169,4871177.641,c(281636.169, 4871177.641)
"83","42R20C9",0,0,0,0,12,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,NA,"Bhs","44",8,0,12,0,0,0,0,0,0,42,"R20C9",281643.036,4871174.29,c(281643.036, 4871174.29)
"84","42R2C1",0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,"C","30",2,28,0,0,0,0,0,0,0,42,"R2C1",281607.53,4871270.36,c(281607.53, 4871270.36)
"85","42R2C2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,"BC","3",3,0,0,0,0,0,0,0,0,42,"R2C2",281612.662,4871268.933,c(281612.662, 4871268.933)
"86","42R2C3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,"BC","3",3,0,0,0,0,0,0,0,0,42,"R2C3",281617.598,4871269.943,c(281617.598, 4871269.943)
"87","42R2C4",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,"C","12",3,0,9,0,0,0,0,0,0,42,"R2C4",281621.228,4871270.768,c(281621.228, 4871270.768)
"88","42R2C5",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,"BC","15",6,0,9,0,0,0,0,0,0,42,"R2C5",281628.902,4871269.543,c(281628.902, 4871269.543)
"89","42R2C6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"BC","1",1,0,0,0,0,0,0,0,0,42,"R2C6",281632.873,4871269.509,c(281632.873, 4871269.509)
"90","42R2C7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"BC","1",1,0,0,0,0,0,0,0,0,42,"R2C7",281638.175,4871269.673,c(281638.175, 4871269.673)
"91","42R2C8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,"C","3",3,0,0,0,0,0,0,0,0,42,"R2C8",281642.025,4871268.824,c(281642.025, 4871268.824)
"92","42R3C1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,NA,"C","14",14,0,0,0,0,0,0,0,0,42,"R3C1",281608.537,4871264.961,c(281608.537, 4871264.961)
"93","42R3C2",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,"C","9",6,3,0,0,0,0,0,0,0,42,"R3C2",281613.691,4871264.038,c(281613.691, 4871264.038)
"94","42R3C3",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,"R","7",5,2,0,0,0,0,0,0,0,42,"R3C3",281618.393,4871265.359,c(281618.393, 4871265.359)
"95","42R3C4",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,"Bh","15",3,0,12,0,0,0,0,0,0,42,"R3C4",281621.87,4871266.429,c(281621.87, 4871266.429)
"96","42R3C5",0,0,0,9,29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,NA,"Bhs","49",9,9,29,0,0,0,0,0,0,42,"R3C5",281628.943,4871266.818,c(281628.943, 4871266.818)
"97","42R3C6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,"Bhs","3",3,0,0,0,0,0,0,0,0,42,"R3C6",281635.445,4871267.44,c(281635.445, 4871267.44)
"98","42R3C7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,"Bhs","3",3,0,0,0,0,0,0,0,0,42,"R3C7",281640.714,4871267.829,c(281640.714, 4871267.829)
"99","42R3C8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,"C","6",6,0,0,0,0,0,0,0,0,42,"R3C8",281644.572,4871267.429,c(281644.572, 4871267.429)
"100","42R3C9",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,NA,"C","11",10,1,0,0,0,0,0,0,0,42,"R3C9",281649.572,4871267.429,c(281649.572, 4871267.429)
"101","42R4C1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,"C","3",3,0,0,0,0,0,0,0,0,42,"R4C1",281609.544,4871259.563,c(281609.544, 4871259.563)
"102","42R4C2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,"C","3",3,0,0,0,0,0,0,0,0,42,"R4C2",281614.721,4871259.142,c(281614.721, 4871259.142)
"103","42R4C3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,"BC","3",3,0,0,0,0,0,0,0,0,42,"R4C3",281619.188,4871260.774,c(281619.188, 4871260.774)
"104","42R4C4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,"BC","4",4,0,0,0,0,0,0,0,0,42,"R4C4",281622.511,4871262.089,c(281622.511, 4871262.089)
"105","42R4C5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,"C","6",6,0,0,0,0,0,0,0,0,42,"R4C5",281628.984,4871264.093,c(281628.984, 4871264.093)
"106","42R4C6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,"C","3",3,0,0,0,0,0,0,0,0,42,"R4C6",281638.016,4871265.371,c(281638.016, 4871265.371)
"107","42R4C7",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,"C","6",3,3,0,0,0,0,0,0,0,42,"R4C7",281643.253,4871265.986,c(281643.253, 4871265.986)
"108","42R4C8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,"C","6",6,0,0,0,0,0,0,0,0,42,"R4C8",281647.118,4871266.034,c(281647.118, 4871266.034)
"109","42R5C1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,"C","7",6,1,0,0,0,0,0,0,0,42,"R5C1",281609.544,4871254.563,c(281609.544, 4871254.563)
"110","42R5C2",0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,NA,"C","29",7,22,0,0,0,0,0,0,0,42,"R5C2",281614.74,4871253.756,c(281614.74, 4871253.756)
"111","42R5C3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,"C","6",5,1,0,0,0,0,0,0,0,42,"R5C3",281618.65,4871254.384,c(281618.65, 4871254.384)
"112","42R5C4",0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,"BC","23",2,2,19,0,0,0,0,0,0,42,"R5C4",281623.298,4871257.952,c(281623.298, 4871257.952)
"113","42R5C5",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,NA,"BC","18",12,6,0,0,0,0,0,0,0,42,"R5C5",281629.746,4871258.37,c(281629.745999999, 4871258.37)
"114","42R5C6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,"BC","6",6,0,0,0,0,0,0,0,0,42,"R5C6",281635.564,4871258.026,c(281635.564, 4871258.026)
"115","42R5C7",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,NA,"Bh","9",8,1,0,0,0,0,0,0,0,42,"R5C7",281640.602,4871256.602,c(281640.602, 4871256.602)
"116","42R5C8",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,"Bh","21",6,15,0,0,0,0,0,0,0,42,"R5C8",281646.049,4871259.25,c(281646.049, 4871259.25)
"117","42R6C2",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,"R","18",1,17,0,0,0,0,0,0,0,42,"R6C2",281614.758,4871248.37,c(281614.758, 4871248.37)
"118","42R6C3",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,"R","15",6,9,0,0,0,0,0,0,0,42,"R6C3",281618.113,4871247.993,c(281618.113, 4871247.993)
"119","42R6C4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,"C","2",2,0,0,0,0,0,0,0,0,42,"R6C4",281624.086,4871253.815,c(281624.086, 4871253.815)
"120","42R6C5",0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,"C","39",6,0,9,0,12,0,0,0,0,42,"R6C5",281630.508,4871252.647,c(281630.508, 4871252.647)
"121","42R6C6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,"C","3",3,0,0,0,0,0,0,0,0,42,"R6C6",281633.111,4871250.682,c(281633.111, 4871250.682)
"122","42R6C7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,NA,"R","54",9,0,0,0,45,0,0,0,0,42,"R6C7",281637.819,4871247.305,c(281637.819, 4871247.305)
"123","42R6C8",0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,"BC","43",3,0,40,0,0,0,0,0,0,42,"R6C8",281644.98,4871252.466,c(281644.98, 4871252.466)
"124","42R7C3",0,0,0,7,11,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,"R","37",3,7,11,0,8,0,0,0,0,42,"R7C3",281620.144,4871245.675,c(281620.144, 4871245.675)
"125","42R7C4",0,0,0,17,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,"C","38",6,17,12,0,0,0,0,0,0,42,"R7C4",281623.838,4871249.782,c(281623.838, 4871249.782)
"126","42R7C5",0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,"Bh","26",4,6,10,0,6,0,0,0,0,42,"R7C5",281629.584,4871247.438,c(281629.584, 4871247.438)
"127","42R7C6",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,NA,"Bh","45",12,0,6,0,27,0,0,0,0,42,"R7C6",281633.62,4871246.622,c(281633.62, 4871246.622)
"128","42R7C7",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,"Bh","11",4,7,0,0,0,0,0,0,0,42,"R7C7",281638.739,4871245.737,c(281638.739, 4871245.737)
"129","42R7C8",0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,NA,"C","24",9,7,8,0,0,0,0,0,0,42,"R7C8",281644.882,4871248.523,c(281644.882, 4871248.523)
"130","42R7C9",0,0,0,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,"C","33",4,6,23,0,0,0,0,0,0,42,"R7C9",281649.882,4871248.523,c(281649.882, 4871248.523)
"131","42R8C3",0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,"R","20",2,0,18,0,0,0,0,0,0,42,"R8C3",281622.176,4871243.357,c(281622.175999999, 4871243.357)
"132","42R8C4",0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,"R","30",3,0,27,0,0,0,0,0,0,42,"R8C4",281623.589,4871245.75,c(281623.589, 4871245.75)
"133","42R8C5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,"R","3",3,0,0,0,0,0,0,0,0,42,"R8C5",281628.66,4871242.229,c(281628.66, 4871242.229)
"134","42R8C6",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,"R","16",6,0,10,0,0,0,0,0,0,42,"R8C6",281634.13,4871242.563,c(281634.13, 4871242.563)
"135","42R8C7",0,0,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,"C","32",2,6,24,0,0,0,0,0,0,42,"R8C7",281639.659,4871244.17,c(281639.659, 4871244.17)
"136","42R8C8",0,0,0,0,24,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,"C","38",5,0,24,0,0,0,0,0,0,42,"R8C8",281644.783,4871244.579,c(281644.783, 4871244.579)
"137","42R8C9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,"C","47",2,0,0,0,45,0,0,0,0,42,"R8C9",281647.826,4871246.852,c(281647.826, 4871246.852)
"138","42R9C4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,NA,"C","9",8,1,0,0,0,0,0,0,0,42,"R9C4",281627.088,4871234.747,c(281627.088, 4871234.747)
"139","42R9C5",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,NA,"C","18",12,6,0,0,0,0,0,0,0,42,"R9C5",281632.084,4871233.648,c(281632.084, 4871233.648)
"140","42R9C6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,"C","6",6,0,0,0,0,0,0,0,0,42,"R9C6",281635.838,4871236.275,c(281635.838, 4871236.275)
"141","42R9C7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,NA,"C","9",9,0,0,0,0,0,0,0,0,42,"R9C7",281640.433,4871237.319,c(281640.433, 4871237.319)
"142","42R9C8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,"C","6",6,0,0,0,0,0,0,0,0,42,"R9C8",281645.145,4871238.627,c(281645.145, 4871238.627)
"143","52R468M0",1,2,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,NA,"RF","31",17,1,13,0,0,0,0,0,0,52,"R468M0",281782.638575,4871137.970782,c(281782.638575, 4871137.9707824)
"144","52R468M20.1",0.5,1,1.5,3,26,0,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","74",3,3,26,0,0,0,0,33,0,52,"R468M20.1",281802.9479899,4871140.694367,c(281802.947989922, 4871140.6943672)
"145","52R468M30",1,2,7,5,0,0,0,2,0,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","47",10,5,30,0,0,0,0,0,0,52,"R468M30",281812.9511346,4871142.035834,c(281812.951134586, 4871142.03583434)
"146","52R468M40.1",1,2,7,5,2,18,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","64",10,5,2,18,0,0,0,20,0,52,"R468M40.1",281823.156363,4871143.404401,c(281823.15636298, 4871143.40440183)
"147","52R468M50",1,2,13,0,0,0,0,5,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","50",16,0,0,0,29,0,0,0,0,52,"R468M50",281833.1595076,4871144.745869,c(281833.159507643, 4871144.74586897)
"148","52R468M59.8",1,1,8,2.5,0,0,0,0,0,0,0,0,0,1.5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","41",10,2.5,28.5,0,0,0,0,0,0,52,"R468M59.8",281843.0616104,4871146.073785,c(281843.061610441, 4871146.07378594)
"149","52R468M69.8",2,2,0,2,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,NA,"RF","39",16,2,3,18,0,0,0,0,0,52,"R468M69.8",281853.165797,4871147.428803,c(281853.165796969, 4871147.42880325)
"150","52R468M9.8",2,2,0,3,0,0,9,4,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,NA,"R","44",14,3,14,0,0,0,0,9,0,52,"R468M9.8",281792.5406778,4871139.298699,c(281792.540677798, 4871139.29869937)
"151","52R470M0",1,1,9,13,26,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","61",11,13,26,0,0,0,0,7,0,52,"R470M0",281782.674738,4871148.828331,c(281782.67473805, 4871148.8283311)
"152","52R470M10",1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,NA,"R","46",9,0,0,0,0,0,0,0,0,52,"R470M10",281792.6472848,4871149.911107,c(281792.647284793, 4871149.91110737)
"153","52R470M20",1,1,5,2,4,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","71",7,2,4,57,0,0,0,0,0,52,"R470M20",281802.6198315,4871150.993883,c(281802.619831536, 4871150.99388364)
"154","52R470M29.5",1,1,4,3,2,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","51",6,3,2,24,0,0,0,16,0,52,"R470M29.5",281812.0937509,4871152.022521,c(281812.093750941, 4871152.0225211)
"155","52R470M40",1,1,0,8,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,NA,"RF","64",11,8,11,0,0,0,0,21,0,52,"R470M40",281822.564925,4871153.159436,c(281822.564925021, 4871153.15943619)
"156","52R470M50",1,1,0,0,39,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,NA,"RF","64",16,0,39,0,0,0,0,0,0,52,"R470M50",281832.5374718,4871154.242212,c(281832.537471764, 4871154.24221246)
"157","52R470M60",2,3,7,6,12,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","60",12,6,12,25,0,0,0,5,0,52,"R470M60",281842.5100185,4871155.324988,c(281842.510018507, 4871155.32498873)
"158","52R470M70",2,1,0,31,3,14,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,NA,"R","83",17,31,3,14,0,0,0,6,0,52,"R470M70",281852.4825653,4871156.407765,c(281852.48256525, 4871156.407765)
"159","52R472M0",1,1,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","41",9,0,32,0,0,0,0,0,0,52,"R472M0",281782.6626837,4871159.685879,c(281782.6626837, 4871159.6858798)
"160","52R472M20",1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,25,0,0,0,0,0,0,0,0,NA,"R","33",33,0,0,0,0,0,0,0,0,52,"R472M20",281802.358274,4871161.30695,c(281802.358274014, 4871161.30695026)
"161","52R472M30",1,1,3,3,6,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","47",5,3,6,26,0,0,0,7,0,52,"R472M30",281812.2060692,4871162.117485,c(281812.206069171, 4871162.11748549)
"162","52R472M40",2,2,10,0,36,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","63",14,0,36,0,0,0,0,0,0,52,"R472M40",281822.0538643,4871162.92802,c(281822.053864329, 4871162.92802071)
