"","Site","Oi_sum","Oe_sum","Oa_sum","E_sum","Bhs_sum","Bs_sum","BC_sum","C_sum","Bhb_sum","B_sum","R_sum","Bs1_sum","Bs2_sum","Bhs1_sum","Bhs2_sum","Bh_sum","BC?_sum","E1_sum","E2_sum","A_sum","Eb_sum","BCb'_sum","Eb'_sum","Bsb_sum","BCb''_sum","BC'1_sum","BC'2_sum","BC'3_sum","E/Bg_sum","Bh?_sum","E/Bhs1_sum","Oa1_sum","Oa2_sum","C1_sum","C2_sum","E/Bhs_sum","Bh1_sum","Bh2_sum","E/B_sum","B?_sum","O_sum","HPU","Bottom_Interface","Total_Depth","allO_thickness","allE_thickness","allBhs_thickness","allBs_thickness","allBh_thickness","allBg_thickness","allBw_thickness","allBC_thickness","allC_thickness","Sub","Site2","x","y","geometry"
"163","52R472M50",1,1,0,9,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,NA,"R","54",13,9,18,14,0,0,0,0,0,52,"R472M50",281831.9016595,4871163.738555,c(281831.901659486, 4871163.73855594)
"164","52R472M60",1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","13",13,0,0,0,0,0,0,0,0,52,"R472M60",281841.7494546,4871164.549091,c(281841.749454643, 4871164.54909117)
"165","52R472M70",1,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,NA,"R","51",22,29,0,0,0,0,0,0,0,52,"R472M70",281851.5972498,4871165.359626,c(281851.5972498, 4871165.3596264)
"166","52R472M9.3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0,0,0,0,0,NA,"R","40",40,0,0,0,0,0,0,0,0,52,"R472M9.3",281791.8211332,4871160.439677,c(281791.821133196, 4871160.43967756)
"167","52R474M0",1,1,8,0,0,0,0,28,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","56",10,0,0,0,18,0,0,0,0,52,"R474M0",281781.5649995,4871169.554574,c(281781.56499945, 4871169.5545743)
"168","52R474M10",1,2,12,0,0,0,0,7,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF
","47",15,0,0,0,25,0,0,0,0,52,"R474M10",281791.4611756,4871170.976825,c(281791.461175562, 4871170.97682566)
"169","52R474M20",0.5,1.5,2.5,3.5,0,0,0,4,0,0,0,0,0,2,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","67",4.5,3.5,32,0,23,0,0,0,0,52,"R474M20",281801.3573517,4871172.399077,c(281801.357351674, 4871172.39907703)
"170","52R474M30",1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","40",11,0,0,0,58,0,0,0,0,52,"R474M30",281811.2535278,4871173.821328,c(281811.253527786, 4871173.82132839)
"171","52R474M40",3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,NA,"R","40",16,48,0,0,0,0,0,0,0,52,"R474M40",281821.1497039,4871175.243579,c(281821.149703898, 4871175.24357976)
"172","52R474M50",2,2,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,NA,"RF","42",7,22,13,0,0,0,0,0,0,52,"R474M50",281831.04588,4871176.665831,c(281831.04588001, 4871176.66583112)
"173","52R474M60",1.5,1.5,4.5,3,0,0,0,7,0,0,0,0,0,3.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","38",7.5,3,20.5,0,0,0,0,0,0,52,"R474M60",281840.9420561,4871178.088082,c(281840.942056122, 4871178.08808248)
"174","52R474M70",2,1,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","48",6,42,0,0,0,0,0,0,0,52,"R474M70",281850.8699819,4871179.538711,c(281850.869981938, 4871179.53871101)
"175","52R476M0",2,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,NA,"RF","55",8,0,14,0,25,0,0,0,0,52,"R476M0",281780.4673152,4871179.423268,c(281780.4673152, 4871179.4232688)
"176","52R476M10",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,NA,"RF","24",24,0,0,0,0,0,0,0,0,52,"R476M10",281790.4118723,4871181.457236,c(281790.411872267, 4871181.4572363)
"177","52R476M20",1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","11",11,0,0,0,0,0,0,0,0,52,"R476M20",281800.3564293,4871183.491203,c(281800.356429333, 4871183.4912038)
"178","52R476M30",1.5,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,9,5,7,0,0,0,0,0,0,NA,"R","37",17,8,0,0,0,0,0,0,0,52,"R476M30",281810.3009864,4871185.525171,c(281810.3009864, 4871185.5251713)
"179","52R476M41.5",1,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,NA,"R","27",12,0,15,0,0,0,0,0,0,52,"R476M41.5",281821.737227,4871187.864233,c(281821.737227027, 4871187.86423393)
"180","52R476M50",3,4,10,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","49",17,10,22,0,0,0,0,0,0,52,"R476M50",281830.1901005,4871189.593106,c(281830.190100533, 4871189.5931063)
"181","52R476M60",1,2,2,9.5,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","35",5,9.5,20.5,0,0,0,0,0,0,52,"R476M60",281840.1346576,4871191.627073,c(281840.1346576, 4871191.6270738)
"182","52R478M0",2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,39,0,0,0,NA,"R","74",10,0,0,0,64,0,0,0,0,52,"R478M0",281768.8818659,4871185.715219,c(281768.8818659, 4871185.7152197)
"183","52R478M20",2.5,2.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,NA,"R","30",7,23,23,0,0,0,0,0,0,52,"R478M20",281788.7817068,4871189.597753,c(281788.781706829, 4871189.59775391)
"184","52R478M30",2,1,4,0,43,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","61",7,0,43,0,0,0,0,0,0,52,"R478M30",281798.7316273,4871191.539021,c(281798.731627293, 4871191.53902102)
"185","52R478M40",2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","18",18,0,0,0,0,0,0,0,0,52,"R478M40",281808.6815478,4871193.480288,c(281808.681547757, 4871193.48028813)
"186","52R478M50",2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","7",7,0,0,0,0,0,0,0,0,52,"R478M50",281818.6314682,4871195.421555,c(281818.631468221, 4871195.42155524)
"187","52R478M60",2,2,6,3,0,16,0,4,0,0,0,0,0,2,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"C","57",10,3,20,16,4,0,0,0,0,52,"R478M60",281828.5813887,4871197.362822,c(281828.581388686, 4871197.36282234)
"188","52R478M70",1.5,1.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","8",7,1,0,0,0,0,0,0,0,52,"R478M70",281838.5313092,4871199.304089,c(281838.53130915, 4871199.30408945)
"189","52R478M9.5",2,1.5,6.5,8,27,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","49",10,8,27,0,0,0,0,4,0,52,"R478M9.5",281778.3342903,4871187.559423,c(281778.334290341, 4871187.55942345)
"190","52R480M10
",2,2,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","46",7,0,39,0,0,0,0,0,0,52,"R480M10
",281756.3532614,4871195.993045,c(281756.353261411, 4871195.99304519)
"191","52R480M20",2,2,5,6,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","31",9,6,10,6,0,0,0,0,0,52,"R480M20",281766.4250988,4871197.366552,c(281766.425098822, 4871197.36655268)
"192","52R480M30",3,2.5,4.5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","39",10,0,29,0,0,0,0,0,0,52,"R480M30",281776.4969362,4871198.74006,c(281776.496936233, 4871198.74006017)
"193","52R480M40",3,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","19",10,9,0,0,0,0,0,0,0,52,"R480M40",281786.5687736,4871200.113567,c(281786.568773644, 4871200.11356766)
"194","52R480M50",2,2,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","22",6,0,16,0,0,0,0,0,0,52,"R480M50",281796.6406111,4871201.487075,c(281796.640611056, 4871201.48707514)
"195","52R480M59.7",1.5,1,3.5,12,36,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","61",6,12,36,0,0,0,0,0,0,52,"R480M59.7",281806.4102933,4871202.819377,c(281806.410293344, 4871202.81937741)
"196","52R480M70",4,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","30",30,0,0,0,0,0,0,0,0,52,"R480M70",281816.7842859,4871204.23409,c(281816.784285878, 4871204.23409012)
"197","52R480M80",3,5,12,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","57",20,5,32,0,0,0,0,0,0,52,"R480M80",281826.8561233,4871205.607597,c(281826.856123289, 4871205.60759761)
"198","52R480M90",2,5,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","44",10,34,0,0,0,0,0,0,0,52,"R480M90",281836.9279607,4871206.981105,c(281836.9279607, 4871206.9811051)
"199","52R482M10",1.5,1,3.5,0,15,51,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"C","79",6,0,15,51,0,0,0,3,0,52,"R482M10",281754.8229862,4871205.19177,c(281754.822986187, 4871205.19177077)
"200","52R482M20",2,1,2,4,6,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","45",5,4,6,20,0,0,0,10,0,52,"R482M20",281764.64427,4871206.605518,c(281764.644270024, 4871206.60551829)
"201","52R482M30",2,3,0,6,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,NA,"R","45",14,6,13,12,0,0,0,0,0,52,"R482M30",281774.4655539,4871208.019265,c(281774.46555386, 4871208.01926581)
"202","52R482M40",1,2,2,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","51",5,0,46,0,0,0,0,0,0,52,"R482M40",281784.2868377,4871209.433013,c(281784.286837697, 4871209.43301333)
"203","52R484M20",1,1,8,0,0,15,10,5,0,0,0,0,0,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Typical","C","85",10,0,45,15,0,0,0,10,0,52,"R484M20",281762.8634412,4871215.844483,c(281762.863441225, 4871215.8444839)
"204","52R484M30",1,1,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","R","33",4,0,29,0,0,0,0,0,0,52,"R484M30",281772.4341715,4871217.298471,c(281772.434171487, 4871217.29847145)
"205","52R484M40",1,1,2,0,13,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","R","75",4,0,13,58,0,0,0,0,0,52,"R484M40",281782.0049018,4871218.752459,c(281782.00490175, 4871218.752459)
"206","52R484M50",3,5,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,"Bhs","RF","13",21,0,21,0,0,0,0,0,0,52,"R484M50",281791.575632,4871220.206446,c(281791.575632013, 4871220.20644655)
"207","52R484M60",3,4,15.5,17.5,47,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","R","38",22.5,17.5,47,0,0,0,0,9,0,52,"R484M60",281801.1463623,4871221.660434,c(281801.146362275, 4871221.6604341)
"208","52R484M70",2,3,7,7,5,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,0,0,0,0,0,"Bhs","R","58",12,7,5,0,0,0,0,65,0,52,"R484M70",281810.7170925,4871223.114421,c(281810.717092537, 4871223.11442165)
"209","52R484M80",4,5,7,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O","R","12",16,13,5,0,0,0,0,0,0,52,"R484M80",281820.2878228,4871224.568409,c(281820.2878228, 4871224.5684092)
"210","52R484M87",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,"O","R","8",6,2,0,0,0,0,0,0,0,52,"R484M87",281826.9607705,4871225.620889,c(281826.960770518, 4871225.6208892)
"211","52R486M0",0.5,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O","R","3",3,0,0,0,0,0,0,0,0,52,"R486M0",281742.1632115,4871222.32814,c(281742.16321145, 4871222.32814025)
"212","52R486M10",2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O","R","10",10,0,0,0,0,0,0,0,0,52,"R486M10",281751.7559797,4871223.796982,c(281751.755979693, 4871223.79698244)
"213","52R486M20",0.5,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O","R","4",4,0,0,0,0,0,0,0,0,52,"R486M20",281761.3487479,4871225.265824,c(281761.348747935, 4871225.26582463)
"214","52R486M30",1,2,6,0,41,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","R","76",9,0,41,15,0,0,0,0,0,52,"R486M30",281770.9415162,4871226.734666,c(281770.941516178, 4871226.73466682)
"215","52R486M50",1,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","R","15",6,9,0,0,0,0,0,0,0,52,"R486M50",281790.1270527,4871229.672351,c(281790.127052664, 4871229.67235121)
"216","52R486M60",0.5,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O","R","4",4,0,0,0,0,0,0,0,0,52,"R486M60",281799.7198209,4871231.141193,c(281799.719820906, 4871231.1411934)
"217","52R486M70.5",2,1,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","R","23",12,11,0,0,0,0,0,0,0,52,"R486M70.5",281809.7825172,4871232.791044,c(281809.782517224, 4871232.79104451)
"218","52R486M80",4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,"E","R","21",17,4,0,0,0,0,0,0,0,52,"R486M80",281818.9690851,4871234.451267,c(281818.969085121, 4871234.45126762)
"219","52R488M0",2,3,7,9,39,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","C","66",12,9,39,0,0,0,0,5,0,52,"R488M0",281740.7776506,4871233.171922,c(281740.7776506, 4871233.1719222)
"220","52R488M10",1,2,5,10,0,0,5,10,0,0,0,0,0,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","C","75",8,10,42,0,0,0,0,5,0,52,"R488M10",281750.3635888,4871234.413594,c(281750.363588756, 4871234.41359395)
"221","52R488M20",2,2,5,5,5,8,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","C","78",9,5,5,8,0,0,0,40,0,52,"R488M20",281759.9495269,4871235.655265,c(281759.949526912, 4871235.6552657)
"222","52R488M30",2,2,7,5,2,35,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","C","67",11,5,2,35,0,0,0,0,0,52,"R488M30",281769.5354651,4871236.896937,c(281769.535465069, 4871236.89693745)
"223","52R488M40",1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O","R","10",10,0,0,0,0,0,0,0,0,52,"R488M40",281779.1214032,4871238.138609,c(281779.121403225, 4871238.1386092)
"224","52R488M50",3,1,6,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,"Bhs","R","50",10,18,40,0,0,0,0,0,0,52,"R488M50",281788.7073414,4871239.380281,c(281788.707341381, 4871239.38028095)
"225","52R488M60",1,2,1,2,4,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bimodal","Bh?","75",4,2,4,62,3,0,0,0,0,52,"R488M60",281798.2932795,4871240.621952,c(281798.293279537, 4871240.6219527)
"226","52R488M70",2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O","R","9",9,0,0,0,0,0,0,0,0,52,"R488M70",281807.9303209,4871242.446535,c(281807.930320923, 4871242.44653567)
"227","52R490M0",1,1,2,3,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,"Bhs","?","80",4,3,3,50,20,0,0,0,0,52,"R490M0",281739.045673,4871241.111403,c(281739.04567295, 4871241.11140315)
"228","52R490M10",1,2,1,3,33,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","R","70",4,3,33,0,0,0,0,30,0,52,"R490M10",281748.6825172,4871242.609954,c(281748.682517153, 4871242.60995463)
"229","52R490M20.7",2,2,2,4,30,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","R","69",6,4,30,0,0,0,0,29,0,52,"R490M20.7",281758.9939405,4871244.213404,c(281758.99394045, 4871244.2134047)
"230","52R490M30",1,1,3,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","R","38",5,2,31,0,0,0,0,0,0,52,"R490M30",281767.9562056,4871245.607057,c(281767.956205559, 4871245.60705758)
"231","52R490M40",1,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","R","13",8,0,5,0,0,0,0,0,0,52,"R490M40",281777.5930498,4871247.105609,c(281777.593049762, 4871247.10560905)
"232","52R490M51",2,2,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","R","56",6,0,50,0,0,0,0,0,0,52,"R490M51",281788.1935784,4871248.754015,c(281788.193578386, 4871248.75401567)
"233","52R490M59",1,1,3,5,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","R","30",5,5,8,12,0,0,0,0,0,52,"R490M59",281795.9030537,4871249.952856,c(281795.903053748, 4871249.95285685)
"234","52R490M70",5,4,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","R","29",13,16,0,0,0,0,0,0,0,52,"R490M70",281806.4701163,4871251.874362,c(281806.470116253, 4871251.87436284)
"235","52R492M0",4,5,2,0,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","R","35.5",11,0,24.5,0,0,0,0,0,0,52,"R492M0",281737.4869037,4871250.503034,c(281737.4869037, 4871250.5030346)
"236","52R492M10",6,8,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","R","28",16,0,12,0,0,0,0,0,0,52,"R492M10",281747.1457859,4871252.01644,c(281747.145785883, 4871252.01644072)
