"","Site","Oi_sum","Oe_sum","Oa_sum","E_sum","Bhs_sum","Bs_sum","BC_sum","C_sum","Bhb_sum","B_sum","R_sum","Bs1_sum","Bs2_sum","Bhs1_sum","Bhs2_sum","Bh_sum","BC?_sum","E1_sum","E2_sum","A_sum","Eb_sum","BCb'_sum","Eb'_sum","Bsb_sum","BCb''_sum","BC'1_sum","BC'2_sum","BC'3_sum","E/Bg_sum","Bh?_sum","E/Bhs1_sum","Oa1_sum","Oa2_sum","C1_sum","C2_sum","E/Bhs_sum","Bh1_sum","Bh2_sum","E/B_sum","B?_sum","O_sum","HPU","Bottom_Interface","Total_Depth","allO_thickness","allE_thickness","allBhs_thickness","allBs_thickness","allBh_thickness","allBg_thickness","allBw_thickness","allBC_thickness","allC_thickness","Sub","Site2","x","y","geometry"
"237","52R492M20",2,2,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","R","6.5",4.5,2,0,0,0,0,0,0,0,52,"R492M20",281756.8046681,4871253.529846,c(281756.804668067, 4871253.52984683)
"238","52R492M30",3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O","R","10",10,0,0,0,0,0,0,0,0,52,"R492M30",281766.4635503,4871255.043252,c(281766.46355025, 4871255.04325295)
"239","52R492M40",3,2,2,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","R","44",7,0,37,0,0,0,0,0,0,52,"R492M40",281776.1224324,4871256.556659,c(281776.122432433, 4871256.55665907)
"240","52R492M50",4,3,2,0,26,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","R","61",9,19,26,0,0,19,0,0,0,52,"R492M50",281785.7813146,4871258.070065,c(281785.781314617, 4871258.07006518)
"241","52R492M60",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O","R","3",3,0,0,0,0,0,0,0,0,52,"R492M60",281795.4401968,4871259.583471,c(281795.4401968, 4871259.5834713)
"242","52R494M0",2.5,2.5,2,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","R","38.5",7,31.5,0,0,0,0,0,0,0,52,"R494M0",281736.3860854,4871260.166733,c(281736.3860854, 4871260.1667338)
"243","52R494M10",4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O","R","13",13,0,0,0,0,0,0,0,0,52,"R494M10",281745.9280564,4871261.6993,c(281745.928056373, 4871261.69930045)
"244","52R494M30",5,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","R","25",13,12,0,0,0,0,0,0,0,52,"R494M30",281765.0119983,4871264.764433,c(281765.011998318, 4871264.76443374)
"245","52R494M40",2.5,2.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O","R","7",7,0,0,0,0,0,0,0,0,52,"R494M40",281774.5539693,4871266.297,c(281774.55396929, 4871266.29700039)
"246","52R494M50",3,3,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","R","40",7,0,33,0,0,0,0,0,0,52,"R494M50",281784.0959403,4871267.829567,c(281784.095940263, 4871267.82956703)
"247","52R494M60",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O","R","6",6,0,0,0,0,0,0,0,0,52,"R494M60",281793.4718761,4871269.334475,c(281793.471876098, 4871269.33447576)
"248","52R496M0",4,4,1,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","R","23.5",9,14.5,0,0,0,0,0,0,0,52,"R496M0",281735.2852671,4871269.830433,c(281735.2852671, 4871269.830433)
"249","52R496M10",0.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O","R","3",3,0,0,0,0,0,0,0,0,52,"R496M10",281744.7103269,4871271.38216,c(281744.710326862, 4871271.38216018)
"250","52R496M30",1,3,0.5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","R","30.5",4.5,0,26,0,0,0,0,0,0,52,"R496M30",281763.5604464,4871274.485614,c(281763.560446385, 4871274.48561453)
"251","52R496M40",1.5,2.5,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","R","45",7,0,38,0,0,0,0,0,0,52,"R496M40",281772.9855061,4871276.037341,c(281772.985506147, 4871276.03734171)
"252","52R496M50",1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","R","10",5,5,0,0,0,0,0,0,0,52,"R496M50",281782.4105659,4871277.589068,c(281782.410565909, 4871277.58906889)
"253","52R498M0",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O","R","4",4,0,0,0,0,0,0,0,0,52,"R498M0",281734.1844488,4871279.494132,c(281734.1844488, 4871279.4941322)
"254","52R498M10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","0",0,0,0,0,0,0,0,0,0,52,"R498M10",281743.4925974,4871281.065019,c(281743.492597351, 4871281.06501991)
"255","52R498M20",3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","R","7",6,1,0,0,0,0,0,0,0,52,"R498M20",281752.8007459,4871282.635907,c(281752.800745902, 4871282.63590762)
"256","52R498M30",5.5,4.5,1,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","R","25.5",11,0,14.5,0,0,0,0,0,0,52,"R498M30",281762.1088945,4871284.206795,c(281762.108894453, 4871284.20679533)
"257","52R498M40",2,2,2.5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","R","22.5",6.5,16,0,0,0,0,0,0,0,52,"R498M40",281771.417043,4871285.777683,c(281771.417043003, 4871285.77768304)
"258","52R498M47",3,2,2.5,4.5,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","R","58",7.5,4.5,43,3,0,0,0,0,0,52,"R498M47",281777.932747,4871286.877304,c(281777.932746989, 4871286.87730443)
"259","52R500M0",1.5,1.5,0.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","R","13",3.5,9.5,0,0,0,0,0,0,0,52,"R500M0",281733.0836305,4871289.157831,c(281733.0836305, 4871289.1578314)
"260","52R500M10",3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","R","10",10,0,0,0,0,0,0,0,0,52,"R500M10",281742.2748678,4871290.747879,c(281742.27486784, 4871290.74787964)
"261","52R500M20",3.5,2.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O","R","6.5",6.5,0,0,0,0,0,0,0,0,52,"R500M20",281751.4661052,4871292.337927,c(281751.46610518, 4871292.33792788)
"262","52R500M30",4,5.5,0.5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E","R","25",10,15,0,0,0,0,0,0,0,52,"R500M30",281760.6573425,4871293.927976,c(281760.65734252, 4871293.92797612)
"263","52R500M40",2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"O","R","5",5,0,0,0,0,0,0,0,0,52,"R500M40",281769.8485799,4871295.518024,c(281769.84857986, 4871295.51802436)
"264","52R500M50",1,4,1,0,0,0,0,0,0,0,0,0,0,23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bhs","R","56",6,0,50,0,0,0,0,0,0,52,"R500M50",281779.0398172,4871297.108072,c(281779.0398172, 4871297.1080726)
"265","86R1C1",3,5,3.5,3.5,6,21,80.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"C","72",11.5,3.5,6,21,0,0,0,80.5,0,86,"R1C1",281784.0467,4870629.610021,c(281784.0466968, 4870629.610021)
"266","86R1C2",4,6,6,4,3.5,10.5,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"C","79",16,4,3.5,10.5,0,0,0,72.5,0,86,"R1C2",281786.3545957,4870625.519267,c(281786.354595713, 4870625.51926754)
"267","86R1C3",5,8,3,4,8,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"C","61",16,4,8,18,0,0,0,20,0,86,"R1C3",281788.6624946,4870621.428514,c(281788.662494625, 4870621.42851407)
"268","86R1C4",4,5,17,4.5,4.5,17.5,44,0,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"C","76",26,4.5,4.5,17.5,45.5,0,0,44,0,86,"R1C4",281790.9703935,4870617.33776,c(281790.970393537, 4870617.33776061)
"269","86R1C5",6.5,6.5,5,0,23,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","77",18,0,23,0,0,0,0,36,0,86,"R1C5",281793.2782925,4870613.247007,c(281793.27829245, 4870613.24700715)
"270","86R1C6",4,5,6,1.5,3,19.5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"C","87",15,1.5,3,19.5,0,0,0,77,0,86,"R1C6",281795.5861914,4870609.156253,c(281795.586191362, 4870609.15625369)
"271","86R1C7",5,7,5.5,0.5,6,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","41",17.5,0.5,6,13,0,0,0,4,0,86,"R1C7",281797.8940903,4870605.0655,c(281797.894090275, 4870605.06550022)
"272","86R1C8",5,6,11,8,2,4,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"C","59",22,8,2,4,0,0,0,5,0,86,"R1C8",281800.2019892,4870600.974746,c(281800.201989188, 4870600.97474676)
"273","86R1C9",4,4,8,2,4,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"C","64",16,2,4,0,0,0,0,0,0,86,"R1C9",281802.5098881,4870596.883993,c(281802.5098881, 4870596.8839933)
"274","86R456C10",4,3,9,4,0,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","56",16,4,0,14,0,0,0,22,0,86,"R456C10",281802.452647,4870621.205781,c(281802.452647, 4870621.20578193)
"275","86R456C12",4,5,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","34",11,0,23,0,0,0,0,0,0,86,"R456C12",281807.6117316,4870613.443122,c(281807.6117316, 4870613.44312217)
"276","86R456C14",3,2,2,1,2,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,30,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"C","83",7,12,2,3,0,0,0,58,0,86,"R456C14",281812.7708162,4870605.680462,c(281812.7708162, 4870605.6804624)
"277","86R456C8",3,3,3,3,4,11,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"C","49",9,3,4,11,0,0,0,15,0,86,"R456C8",281797.2935624,4870628.968441,c(281797.2935624, 4870628.9684417)
"278","86R458C10",3,8,9,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","32",20,3,3,6,0,0,0,0,0,86,"R458C10",281810.2195013,4870626.521097,c(281810.219501338, 4870626.52109733)
"279","86R458C12",4,5,27,0,0,0,20,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","74",36,0,0,0,18,0,0,20,0,86,"R458C12",281815.6405992,4870618.481598,c(281815.640599225, 4870618.48159841)
"280","86R458C14",4,2,2,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,47,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"BCb''","111",8,11,7,47,0,0,0,38,0,86,"R458C14",281821.0616971,4870610.442099,c(281821.061697113, 4870610.44209949)
"281","86R458C8",4,13,16,0,14,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"C","62",33,0,14,8,0,0,0,0,0,86,"R458C8",281804.7984035,4870634.560596,c(281804.79840345, 4870634.56059625)
"282","86R460C10",4,5,9,1,0,41,1,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","76",18,1,15,41,0,0,0,1,0,86,"R460C10",281817.9863557,4870631.836412,c(281817.986355675, 4870631.83641273)
"283","86R460C12",5,6,9,0,0,0,6,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","60",20,0,0,0,34,0,0,6,0,86,"R460C12",281823.6694669,4870623.520074,c(281823.66946685, 4870623.52007465)
"284","86R460C14",4,3,5,1,1,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","64",12,1,1,34,0,0,0,16,0,86,"R460C14",281829.352578,4870615.203736,c(281829.352578025, 4870615.20373658)
"285","86R460C16",3,4,16,0,7,23,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"C","77",23,0,7,23,0,0,0,10,0,86,"R460C16",281835.0356892,4870606.887398,c(281835.0356892, 4870606.8873985)
"286","86R460C8",4,10,18,0.5,17.5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"C","60",32,0.5,17.5,0,0,0,0,10,0,86,"R460C8",281812.3032445,4870640.15275,c(281812.3032445, 4870640.1527508)
"287","86R462C10",4,1,2,1,5,0,26,0,0,0,0,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","68",7,1,5,29,0,0,0,26,0,86,"R462C10",281824.6183402,4870637.344493,c(281824.61834015, 4870637.34449338)
"288","86R462C12",5,5,9,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","60",19,0,41,0,0,0,0,0,0,86,"R462C12",281830.2750493,4870628.88848,c(281830.2750493, 4870628.88848047)
"289","86R462C14",4,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","19",19,0,0,0,0,0,0,0,0,86,"R462C14",281835.9317585,4870620.432467,c(281835.93175845, 4870620.43246755)
"290","86R462C16",3,1,2,0.5,2.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","60",6,0.5,2.5,51,0,0,0,0,0,86,"R462C16",281841.5884676,4870611.976454,c(281841.5884676, 4870611.97645463)
"291","86R462C18",3,7,10,0,46,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","87",20,0,46,18,0,0,0,3,0,86,"R462C18",281847.2451768,4870603.520441,c(281847.24517675, 4870603.52044172)
"292","86R462C20",2,2,4,1,0,3,0,0,0,0,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","49",8,1,37,3,0,0,0,0,0,86,"R462C20",281852.9018859,4870595.064428,c(281852.9018859, 4870595.0644288)
"293","86R462C8",3,3,6,4,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","46",12,4,3,27,0,0,0,0,0,86,"R462C8",281818.961631,4870645.800506,c(281818.961631, 4870645.8005063)
"294","86R464C10",4,4,8,5,7,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"C","51",16,5,7,9,0,0,0,0,0,86,"R464C10",281837.9611281,4870638.659321,c(281837.96112806, 4870638.65932122)
"295","86R464C12",4,3,2,3,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","41",9,3,3,26,0,0,0,0,0,86,"R464C12",281844.6041291,4870628.065249,c(281844.60412912, 4870628.06524974)
"296","86R464C14",6,13,3,0,42,0,6,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","81",22,11,42,0,0,0,0,6,0,86,"R464C14",281851.2471302,4870617.471178,c(281851.24713018, 4870617.47117826)
"297","86R464C16",6,5,14,4,0,18,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","97",25,4,0,18,0,0,0,20,0,86,"R464C16",281857.8901312,4870606.877106,c(281857.89013124, 4870606.87710678)
"298","86R464C18",4,3,4,1,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","82",11,1,0,35,0,0,0,35,0,86,"R464C18",281864.5331323,4870596.283035,c(281864.5331323, 4870596.2830353)
"299","86R464C8",3,10,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","46",18,0,28,0,0,0,0,0,0,86,"R464C8",281831.318127,4870649.253392,c(281831.318127, 4870649.2533927)
"300","86R466C12",5,8,4,5,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","51",17,5,3,26,0,0,0,0,0,86,"R466C12",281851.6705268,4870635.744578,c(281851.67052675, 4870635.74457883)
"301","86R466C14",4,5,10,0,17,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","70",19,0,17,0,0,0,0,34,0,86,"R466C14",281857.6412005,4870625.822215,c(281857.64120046, 4870625.82221502)
"302","86R466C16",4,4,3,6,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","54",11,6,0,30,0,0,0,0,0,86,"R466C16",281863.6118742,4870615.899851,c(281863.61187417, 4870615.89985122)
"303","86R466C18",5,3,3,3,7,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","63",11,3,7,33,0,0,0,9,0,86,"R466C18",281869.5825479,4870605.977487,c(281869.58254788, 4870605.9774874)
"304","86R468C12",4,4.5,3.5,4,8,0,0,0,0,0,0,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","69",12,4,8,45,0,0,0,0,0,86,"R468C12",281858.7369244,4870643.423907,c(281858.73692438, 4870643.42390793)
"305","86R470C12",5,1,2,3,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","47",8,3,1,35,0,0,0,0,0,86,"R470C12",281867.324097,4870649.204201,c(281867.32409703, 4870649.20420114)
"306","86R470C14",4,3,5,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","51",12,0,39,0,0,0,0,0,0,86,"R470C14",281872.1682303,4870640.494688,c(281872.16823029, 4870640.49468822)
"307","86R470C16",5,2,2,5,4,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","70",9,5,4,22,0,0,0,30,0,86,"R470C16",281877.0123636,4870631.785175,c(281877.01236355, 4870631.7851753)
"308","86R470C18",9,6,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","52",20,20,12,0,0,0,0,0,0,86,"R470C18",281881.8564968,4870623.075662,c(281881.85649681, 4870623.07566238)
"309","86R472C12",5,7,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","24",21,3,0,0,0,0,0,0,0,86,"R472C12",281875.3508656,4870653.944523,c(281875.35086561, 4870653.94452375)
"310","86R472C14",6,8,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","33",19,7,7,0,0,0,0,0,0,86,"R472C14",281880.1894873,4870645.383592,c(281880.18948733, 4870645.38359264)
"311","86R472C16",3,4,2,1,3,0,0,0,0,0,0,32,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","64",9,1,3,51,0,0,0,0,0,86,"R472C16",281885.0281091,4870636.822661,c(281885.02810905, 4870636.82266152)
