"","Site","Oi_sum","Oe_sum","Oa_sum","E_sum","Bhs_sum","Bs_sum","BC_sum","C_sum","Bhb_sum","B_sum","R_sum","Bs1_sum","Bs2_sum","Bhs1_sum","Bhs2_sum","Bh_sum","BC?_sum","E1_sum","E2_sum","A_sum","Eb_sum","BCb'_sum","Eb'_sum","Bsb_sum","BCb''_sum","BC'1_sum","BC'2_sum","BC'3_sum","E/Bg_sum","Bh?_sum","E/Bhs1_sum","Oa1_sum","Oa2_sum","C1_sum","C2_sum","E/Bhs_sum","Bh1_sum","Bh2_sum","E/B_sum","B?_sum","O_sum","HPU","Bottom_Interface","Total_Depth","allO_thickness","allE_thickness","allBhs_thickness","allBs_thickness","allBh_thickness","allBg_thickness","allBw_thickness","allBC_thickness","allC_thickness","Sub","Site2","x","y","geometry"
"312","86R472C18",4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","11",11,0,0,0,0,0,0,0,0,86,"R472C18",281889.8667308,4870628.26173,c(281889.86673077, 4870628.26173041)
"313","86R474C12",3.5,3.5,8.5,6,10.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","50",15.5,6,10.5,18,0,0,0,0,0,86,"R474C12",281883.3776342,4870658.684846,c(281883.37763419, 4870658.68484635)
"314","86R474C14",4,8,18,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","61",30,0,0,31,0,0,0,0,0,86,"R474C14",281888.2107444,4870650.272497,c(281888.21074437, 4870650.27249705)
"315","86R474C16",4,4,5,0,36,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","65",13,0,36,0,0,0,0,16,0,86,"R474C16",281893.0438546,4870641.860147,c(281893.04385455, 4870641.86014775)
"316","86R474C18",4,4,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","37",11,26,0,0,0,0,0,0,0,86,"R474C18",281897.8769647,4870633.447798,c(281897.87696473, 4870633.44779845)
"317","86R474C20",4,6,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","32",22,0,10,0,0,0,0,0,0,86,"R474C20",281902.7100749,4870625.035449,c(281902.71007491, 4870625.03544915)
"318","86R476C12",5,6,10,11,39,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","81",21,11,39,0,0,0,0,10,0,86,"R476C12",281891.2974414,4870664.004062,c(281891.297441445, 4870664.0040621)
"319","86R476C14",3,2,2,4,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","56",7,4,4,41,0,0,0,0,0,86,"R476C14",281896.3315613,4870655.516049,c(281896.331561335, 4870655.51604941)
"320","86R476C16",5,6,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","23",16,7,0,0,0,0,0,0,0,86,"R476C16",281901.3656812,4870647.028036,c(281901.365681225, 4870647.02803672)
"321","86R476C18",4,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","15",14,1,0,0,0,0,0,0,0,86,"R476C18",281906.3998011,4870638.540024,c(281906.399801115, 4870638.54002403)
"322","86R476C20",5,4,6,1,0,0,12,0,0,0,0,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","69",15,1,0,41,0,0,0,12,0,86,"R476C20",281911.433921,4870630.052011,c(281911.433921005, 4870630.05201134)
"323","86R478C12",5,6,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","36",23,0,13,0,0,0,0,0,0,86,"R478C12",281899.2172487,4870669.323277,c(281899.2172487, 4870669.32327786)
"324","86R478C14",4,4,8,5,21,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","51",16,5,21,0,0,0,0,9,0,86,"R478C14",281904.4523783,4870660.759601,c(281904.4523783, 4870660.75960178)
"325","86R478C16",5,4,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","28",16,12,0,0,0,0,0,0,0,86,"R478C16",281909.6875079,4870652.195925,c(281909.6875079, 4870652.1959257)
"326","86R478C18",3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","17",17,0,0,0,0,0,0,0,0,86,"R478C18",281914.9226375,4870643.632249,c(281914.9226375, 4870643.63224962)
"327","86R478C20",1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","9",9,0,0,0,0,0,0,0,0,86,"R478C20",281920.1577671,4870635.068573,c(281920.1577671, 4870635.06857354)
"328","86R480C12",5,11,8,5,0,0,13,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","61",24,5,19,0,0,0,0,13,0,86,"R480C12",281906.9981243,4870672.316867,c(281906.99812426, 4870672.31686787)
"329","86R480C14",4,5,3,3,4,33,30,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"BC","93",12,3,4,33,11,0,0,30,0,86,"R480C14",281912.3194164,4870664.204772,c(281912.31941638, 4870664.2047728)
"330","86R480C16",4,6,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","25",23,2,0,0,0,0,0,0,0,86,"R480C16",281917.6407085,4870656.092677,c(281917.6407085, 4870656.09267773)
"331","86R480C18",5,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","34",34,0,0,0,0,0,0,0,0,86,"R480C18",281922.9620006,4870647.980582,c(281922.96200062, 4870647.98058266)
"332","86R480C20",8,20,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","41",37,4,0,0,0,0,0,0,0,86,"R480C20",281928.2832927,4870639.868487,c(281928.28329274, 4870639.86848759)
"333","86R482C12",5,11,8,0,9,29,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"C","103",24,0,9,29,0,0,0,9,0,86,"R482C12",281914.7789998,4870675.310457,c(281914.77899982, 4870675.31045787)
"334","86R482C14",4,6,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","29",28,1,0,0,0,0,0,0,0,86,"R482C14",281920.1864545,4870667.649943,c(281920.18645446, 4870667.64994381)
"335","86R482C16",2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","14",14,0,0,0,0,0,0,0,0,86,"R482C16",281925.5939091,4870659.989429,c(281925.5939091, 4870659.98942975)
"336","86R482C18",3,3,18,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","35",24,0,11,0,0,0,0,0,0,86,"R482C18",281931.0013637,4870652.328915,c(281931.00136374, 4870652.32891569)
"337","86R482C20",3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","14",14,0,0,0,0,0,0,0,0,86,"R482C20",281936.4088184,4870644.668401,c(281936.40881838, 4870644.66840163)
"338","86R484C12",4,6,8,0,0,7,0,0,0,0,0,0,0,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","73",18,0,48,7,0,0,0,0,0,86,"R484C12",281921.9856086,4870681.537874,c(281921.98560858, 4870681.53787422)
"339","86R484C14",7,4,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","53",14,0,39,0,0,0,0,0,0,86,"R484C14",281927.1220465,4870673.033941,c(281927.12204654, 4870673.03394136)
"340","86R484C16",2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","14",14,0,0,0,0,0,0,0,0,86,"R484C16",281932.2584845,4870664.530008,c(281932.2584845, 4870664.5300085)
"341","86R484C18",4,2,2,2,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","22",8,2,12,0,0,0,0,0,0,86,"R484C18",281937.3949225,4870656.026075,c(281937.39492246, 4870656.02607564)
"342","86R484C20",4,4,9,2,4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","81",17,2,4,58,0,0,0,0,0,86,"R484C20",281942.5313604,4870647.522142,c(281942.53136042, 4870647.52214278)
"343","86R486C12",4,6,2,2,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","41",12,2,7,0,0,0,0,0,0,86,"R486C12",281929.1922173,4870687.76529,c(281929.19221734, 4870687.76529057)
"344","86R486C14",4,4,4,5,0,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","38",12,5,0,0,0,0,0,17,0,86,"R486C14",281934.0576386,4870678.417938,c(281934.05763862, 4870678.41793891)
"345","86R486C16",4,4,18,2,6,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","51",26,2,6,9,0,0,0,8,0,86,"R486C16",281938.9230599,4870669.070587,c(281938.923059899, 4870669.07058725)
"346","86R486C18",4,2,2,1,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","35",8,1,4,22,0,0,0,0,0,86,"R486C18",281943.7884812,4870659.723235,c(281943.78848118, 4870659.72323559)
"347","86R486C20",3,2.5,7,3,0,0,0,0,0,0,0,0,0,3.5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","38",12.5,3,22.5,0,0,0,0,0,0,86,"R486C20",281948.6539025,4870650.375883,c(281948.65390246, 4870650.37588393)
"348","86R488C12",4,8,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","37",23,14,0,0,0,0,0,0,0,86,"R488C12",281937.1382722,4870691.646217,c(281937.138272155, 4870691.64621779)
"349","86R488C14",3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","12",12,0,0,0,0,0,0,0,0,86,"R488C14",281942.1288826,4870682.679365,c(281942.128882565, 4870682.67936537)
"350","86R488C16",5,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","21",21,0,0,0,0,0,0,0,0,86,"R488C16",281947.119493,4870673.712513,c(281947.119492976, 4870673.71251295)
"351","86R488C18",4,5,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","18",17,0,1,0,0,0,0,0,0,86,"R488C18",281952.1101034,4870664.74566,c(281952.110103385, 4870664.74566053)
"352","86R488C20",4,4,3,0,0,0,0,0,0,0,0,0,0,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","53",11,0,42,0,0,0,0,0,0,86,"R488C20",281957.1007138,4870655.778808,c(281957.100713795, 4870655.77880811)
"353","86R490C12",6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","22",22,0,0,0,0,0,0,0,0,86,"R490C12",281945.084327,4870695.527145,c(281945.08432697, 4870695.52714501)
"354","86R490C14",4,19,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","32",30,2,0,0,0,0,0,0,0,86,"R490C14",281950.2001265,4870686.940791,c(281950.20012651, 4870686.94079183)
"355","86R490C16",2,6,2,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","32",10,0,22,0,0,0,0,0,0,86,"R490C16",281955.3159261,4870678.354438,c(281955.31592605, 4870678.35443865)
"356","86R490C18",2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","9",9,0,0,0,0,0,0,0,0,86,"R490C18",281960.4317256,4870669.768085,c(281960.43172559, 4870669.76808547)
"357","86R490C20",4,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","15",13,2,0,0,0,0,0,0,0,86,"R490C20",281965.5475251,4870661.181732,c(281965.54752513, 4870661.18173229)
"358","86R492C12",5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","17",17,0,0,0,0,0,0,0,0,86,"R492C12",281953.7375079,4870701.781741,c(281953.73750786, 4870701.78174163)
"359","86R492C14",1,9,6,4,32,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","60",16,4,32,0,0,0,0,0,0,86,"R492C14",281958.5091846,4870692.9979,c(281958.509184581, 4870692.99790029)
"360","86R492C16",3,11,3,0,0,0,0,0,0,0,0,0,0,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","71",17,0,54,0,0,0,0,0,0,86,"R492C16",281963.2808613,4870684.214059,c(281963.2808613, 4870684.21405895)
"361","86R492C18",4,2,6,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","29",12,8,9,0,0,0,0,0,0,86,"R492C18",281968.052538,4870675.430217,c(281968.05253802, 4870675.43021761)
"362","86R492C20",1,2,5,3,29,15,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","82",8,3,29,15,0,0,0,27,0,86,"R492C20",281972.8242147,4870666.646376,c(281972.82421474, 4870666.64637627)
"363","86R494C12",2,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","22",22,0,0,0,0,0,0,0,0,86,"R494C12",281961.9672633,4870706.058567,c(281961.967263344, 4870706.05856715)
"364","86R494C14",3,3,1,6,4,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","58",7,6,4,20,0,0,0,21,0,86,"R494C14",281966.9374928,4870697.470318,c(281966.937492833, 4870697.47031845)
"365","86R494C16",3,4,4,0,0,0,0,0,0,0,0,0,0,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","46",11,0,35,0,0,0,0,0,0,86,"R494C16",281971.9077223,4870688.882069,c(281971.907722321, 4870688.88206975)
"366","86R494C18",2,5,7,6,0,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","39",14,6,19,0,0,0,0,0,0,86,"R494C18",281976.8779518,4870680.293821,c(281976.877951809, 4870680.29382104)
"367","86R494C20",2,10,6,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","44",18,3,23,0,0,0,0,0,0,86,"R494C20",281981.7317985,4870671.760945,c(281981.731798531, 4870671.76094589)
"368","86R496C12",1.5,5.5,18,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","57",25,2,30,0,0,0,0,0,0,86,"R496C12",281970.1970188,4870710.335392,c(281970.197018829, 4870710.33539267)
"369","86R496C14",2,8,4,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","33",14,0,19,0,0,0,0,0,0,86,"R496C14",281975.3658011,4870701.942736,c(281975.365801085, 4870701.94273661)
"370","86R496C16",3,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","27",27,0,0,0,0,0,0,0,0,86,"R496C16",281980.5345833,4870693.55008,c(281980.534583342, 4870693.55008054)
"371","86R496C18",2,6,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","35",15,20,0,0,0,0,0,0,0,86,"R496C18",281985.7033656,4870685.157424,c(281985.703365599, 4870685.15742448)
"372","86R496C20",3,3,5,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","29",11,8,10,0,0,0,0,0,0,86,"R496C20",281990.6608827,4870676.665164,c(281990.660882705, 4870676.66516412)
"373","86R498C12",3,3,9,2,2,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"BC","61",15,2,2,6,0,0,0,36,0,86,"R498C12",281978.4267743,4870714.612218,c(281978.426774313, 4870714.61221819)
"374","86R498C14",3,3,10,5,0,0,11,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"BC","56",16,5,24,0,0,0,0,11,0,86,"R498C14",281983.7941093,4870706.415154,c(281983.794109337, 4870706.41515476)
"375","86R498C16",2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","17",17,0,0,0,0,0,0,0,0,86,"R498C16",281989.1614444,4870698.218091,c(281989.161444363, 4870698.21809134)
"376","86R498C18",3,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","34",34,0,0,0,0,0,0,0,0,86,"R498C18",281994.5287794,4870690.021027,c(281994.528779388, 4870690.02102791)
"377","86R498C20",4,2,4,6,0,0,38,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","67",10,6,13,0,0,0,0,38,0,86,"R498C20",281999.9485055,4870681.627044,c(281999.948505513, 4870681.6270448)
"378","86R500C10",3,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","21",21,0,0,0,0,0,0,0,0,86,"R500C10",281982.4996317,4870727.835474,c(281982.499631667, 4870727.83547428)
"379","86R500C11",2,4,7,13,0,40,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","84",13,13,0,40,0,0,0,10,0,86,"R500C11",281985.3470032,4870723.787162,c(281985.347003233, 4870723.78716196)
"380","86R500C12",4,8,6,2,4,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"BC","72",18,2,4,15,0,0,0,33,0,86,"R500C12",281988.1943748,4870719.738849,c(281988.1943748, 4870719.73884963)
"381","86R500C13",4,5,3,1,2,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"BC","102",12,1,2,2,0,0,0,85,0,86,"R500C13",281991.0417464,4870715.690537,c(281991.041746367, 4870715.69053731)
"382","86R500C14",2.5,2.5,9,5,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","44",14,5,6,19,0,0,0,0,0,86,"R500C14",281993.8891179,4870711.642225,c(281993.889117933, 4870711.64222499)
"383","86R500C15",3,3,10,0,7,45,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"C","71",16,0,7,45,0,0,0,0,0,86,"R500C15",281996.7364895,4870707.593912,c(281996.7364895, 4870707.59391267)
"384","86R500C16",2,7,5,10,5,0,0,0,0,0,0,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","63",14,10,5,34,0,0,0,0,0,86,"R500C16",281999.5838611,4870703.5456,c(281999.583861067, 4870703.54560034)
"385","86R500C17",4,3,4,8,0,0,25,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","53",11,8,9,0,0,0,0,25,0,86,"R500C17",282002.4312326,4870699.497288,c(282002.431232633, 4870699.49728802)
"386","86R500C18",3,2,5,4,0,0,6,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"RF","51",10,4,31,0,0,0,0,6,0,86,"R500C18",282005.2786042,4870695.448975,c(282005.2786042, 4870695.4489757)
"387","86R500C9",1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"R","13",13,0,0,0,0,0,0,0,0,86,"R500C9",281979.6522601,4870731.883786,c(281979.6522601, 4870731.8837866)
